"sample_number"	"sample_name"	"number_reads_after_clipmerge_prior_mapping"	"number_reads_mapped_prior_rmdup"	"number_reads_mapped_prior_rmdup_qf"	"number_duplicates_removed"	"number_reads_mapped_after_rmdup"	"percent_endogenous_dna"	"percent_endogenous_dna_qf"	"cluster_factor"	"mean_fold_coverage"	"std_dev_coverage"	"percent_coverage_morethan_1x"	"percent_coverage_morethan_2x"	"percent_coverage_morethan_3x"	"percent_coverage_morethan_4x"	"percent_coverage_morethan_5x"	"frequency_damage_1st_base_3prime"	"frequency_damage_2nd_base_3prime"	"frequency_damage_1st_base_5prime"	"frequency_damage_2nd_base_5prime"	"average_fragment_length"	"median_fragment_length"	"percent_gc_content"	"species"	"mapping_params"
"Sample 25/107"	"EMN001.A0101"	12579489	5608	2761	91	2670	0.045	0.022	1.034	0.0498	0.2704	4.5	0.24	0.06	0.05	0.04	0.3171	0.148	0.2863	0.1551	51.18	46	48.93	"Treponema_socranskii"	"relaxed"
"Sample 84/107"	"OAK002.A0101"	14005970	7330	3252	110	3142	0.052	0.023	1.035	0.0498	0.2291	4.79	0.16	0.01	0	0	0.2589	0.1536	0.2898	0.1836	43.44	39	48.21	"Treponema_socranskii"	"relaxed"
"Sample 5/107"	"BIT001.A0101"	23239961	5551	2210	51	2159	0.024	0.01	1.024	0.0497	0.2361	4.62	0.3	0.04	0.01	0	0.057	0.0375	0.0378	0.0431	55.6	50	43.63	"Aggregatibacter_aphrophilus"	"strict"
"Sample 12/107"	"CDC010.A0101"	15031925	7393	2536	91	2445	0.049	0.017	1.037	0.0495	0.2464	4.35	0.52	0.07	0.01	0	0.0897	0.0685	0.0736	0.0702	44.01	40	28.72	"Fusobacterium_nucleatum"	"strict"
"Sample 41/107"	"GOY006.A0101"	3799236	4657	2397	55	2342	0.123	0.063	1.023	0.0483	0.2297	4.55	0.25	0.02	0	0	0.2911	0.2086	0.2994	0.1986	44.88	43	27.24	"Fusobacterium_nucleatum"	"relaxed"
"Sample 21/107"	"ECO002.B0101"	24662284	8498	3452	81	3371	0.034	0.014	1.024	0.0478	0.2262	4.51	0.25	0.02	0	0	0.2657	0.0846	0.2744	0.1032	38.85	36	47.03	"Treponema_socranskii"	"strict"
"Sample 20/107"	"EBO009.A0101"	3668406	5626	3058	79	2979	0.153	0.083	1.027	0.0471	0.2258	4.42	0.27	0.01	0	0	0.1035	0.0877	0.0825	0.0667	43.35	40	51.75	"Treponema_socranskii"	"relaxed"
"Sample 67/107"	"MTK001.A0101"	8268804	3349	2058	258	1800	0.041	0.025	1.143	0.0465	1.972	0.61	0.16	0.11	0.1	0.09	0.056	0.0525	0.0479	0.0657	48.45	46	56.18	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 89/107"	"OME003.A0101"	13956736	10724	2282	61	2221	0.077	0.016	1.027	0.046	0.7222	0.98	0.63	0.47	0.38	0.32	0.037	0.0325	0.0423	0.0442	51.88	46	53.09	"Rothia_dentocariosa"	"strict"
"Sample 77/107"	"MTM011.A0101"	4775010	5058	2297	115	2182	0.106	0.048	1.053	0.0457	0.28	3.67	0.66	0.12	0.03	0.02	0.0223	0.0475	0.0254	0.0521	52.44	48	57.15	"Rothia_dentocariosa"	"relaxed"
"Sample 83/107"	"OAK001.A0101"	11211671	4991	3571	993	2578	0.045	0.032	1.385	0.0457	0.2219	4.33	0.22	0.02	0	0	0.372	0.215	0.3671	0.232	38.59	36	23.59	"Fusobacterium_nucleatum"	"strict"
"Sample 19/107"	"EBO008.A0101"	11592824	7704	2915	87	2828	0.066	0.025	1.031	0.0457	0.2333	4.09	0.43	0.05	0	0	0.0391	0.0333	0.0347	0.0504	44.34	39	51.77	"Treponema_socranskii"	"strict"
"Sample 90/107"	"OME005.A0101"	9470819	2816	1875	220	1655	0.03	0.02	1.133	0.0455	2.4175	0.19	0.1	0.09	0.08	0.08	0.0762	0.0509	0.0628	0.0605	51.64	48	54.78	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 79/107"	"MTM013.A0101"	7105486	3117	1950	207	1743	0.044	0.027	1.119	0.0455	1.228	2.42	0.14	0.07	0.06	0.05	0.0236	0.028	0.023	0.029	48.93	45	58.89	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 19/107"	"EBO008.A0101"	11592824	5417	1889	52	1837	0.047	0.016	1.028	0.0454	0.239	4.06	0.39	0.04	0.01	0.01	0.0906	0.1071	0.0691	0.1059	53.76	49	30.57	"Fusobacterium_nucleatum"	"relaxed"
"Sample 81/107"	"MTS002.A0101"	6562562	6698	3214	162	3052	0.102	0.049	1.053	0.0453	0.2218	4.26	0.25	0.02	0	0	0.026	0.025	0.0175	0.023	51.23	47	66.83	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 26/107"	"ESA003.A0101"	10129501	6439	2111	71	2040	0.064	0.021	1.035	0.045	0.243	4.06	0.31	0.06	0.02	0.01	0.0355	0.0466	0.0367	0.053	55.23	50	54.63	"Rothia_dentocariosa"	"strict"
"Sample 13/107"	"CDC011.A0101"	9141614	5982	2646	129	2517	0.065	0.029	1.051	0.0447	0.2256	4.11	0.33	0.03	0.01	0	0.0351	0.0421	0.0454	0.037	48.75	45	50.99	"Treponema_socranskii"	"strict"
"Sample 60/107"	"KNP007.A0102"	9160659	3822	1614	39	1575	0.042	0.018	1.025	0.0446	0.2427	3.78	0.56	0.09	0.01	0	0.1007	0.0777	0.084	0.0625	61.54	60	28.85	"Fusobacterium_nucleatum"	"strict"
"Sample 91/107"	"OME007.A0101"	11490181	8117	2045	115	1930	0.071	0.018	1.06	0.0443	1.419	0.99	0.45	0.26	0.17	0.13	0.0301	0.0541	0.0258	0.0454	57.55	53	46.56	"Rothia_dentocariosa"	"relaxed"
"Sample 81/107"	"MTS002.A0101"	6562562	2789	1894	263	1631	0.042	0.029	1.161	0.0439	2.0834	0.25	0.12	0.09	0.09	0.08	0.0388	0.048	0.0658	0.052	50.48	47	56.26	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 80/107"	"MTS001.A0101"	6540914	10551	1983	107	1876	0.161	0.03	1.057	0.0434	0.4438	1.92	0.83	0.49	0.32	0.22	0.0146	0.0309	0.0325	0.0286	50.83	46	47.01	"Streptococcos_gordonii"	"relaxed"
"Sample 74/107"	"MTM008.A0101"	5164298	10592	1884	169	1715	0.205	0.036	1.099	0.0426	0.4681	1.85	0.8	0.44	0.31	0.22	0.0337	0.0286	0.0392	0.027	54.47	49	48.03	"Streptococcos_gordonii"	"relaxed"
"Sample 72/107"	"MTM005.A0101"	3434086	8846	2127	202	1925	0.258	0.062	1.105	0.0423	0.3455	2.42	0.86	0.42	0.23	0.13	0.0132	0.0236	0.0174	0.0336	53.09	48	46.29	"Aggregatibacter_aphrophilus"	"strict"
"Sample 3/107"	"ABM008.A0101"	5032357	4563	2117	58	2059	0.091	0.042	1.028	0.042	0.2172	3.92	0.24	0.02	0.01	0	0.1743	0.1184	0.1479	0.1348	44.4	42	28.76	"Fusobacterium_nucleatum"	"relaxed"
"Sample 5/107"	"BIT001.A0101"	23239961	4915	1551	45	1506	0.021	0.007	1.03	0.041	0.2138	3.87	0.19	0.01	0.01	0	0.0913	0.0959	0.0783	0.1084	59.17	54	30.21	"Fusobacterium_nucleatum"	"relaxed"
"Sample 58/107"	"KNP005.A0102"	11095033	4609	2179	52	2127	0.042	0.02	1.024	0.041	0.2416	3.67	0.26	0.06	0.03	0.02	0.053	0.0532	0.0449	0.0576	66.55	68	65.33	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 2/107"	"ABM007.A0101"	12981357	11165	3426	94	3332	0.086	0.026	1.028	0.0407	0.4544	1.86	0.71	0.44	0.29	0.2	0.0758	0.0458	0.0485	0.0472	42.14	38	64.31	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 79/107"	"MTM013.A0101"	7105486	9604	2030	105	1925	0.135	0.029	1.055	0.0404	0.3204	2.46	0.82	0.35	0.18	0.1	0.0168	0.0262	0.012	0.0251	50.67	45	46.15	"Aggregatibacter_aphrophilus"	"strict"
"Sample 65/107"	"LOB001.A0101"	8770905	8154	2323	122	2201	0.093	0.026	1.055	0.0396	0.2886	2.6	0.8	0.32	0.14	0.06	0.0125	0.0166	0.0122	0.0223	43.46	40	47.12	"Aggregatibacter_aphrophilus"	"strict"
"Sample 93/107"	"PES001.B0101"	11872279	8605	2007	203	1804	0.072	0.017	1.113	0.0394	0.3185	3.01	0.5	0.12	0.05	0.04	0.2736	0.1308	0.2361	0.115	54.7	52	56.99	"Rothia_dentocariosa"	"relaxed"
"Sample 80/107"	"MTS001.A0101"	6540914	4625	1682	93	1589	0.071	0.026	1.059	0.0393	0.2505	3.54	0.25	0.04	0.01	0.01	0.0678	0.0456	0.0669	0.0615	53.85	50	32.55	"Fusobacterium_nucleatum"	"relaxed"
"Sample 68/107"	"MTM001.A0101"	3486856	9252	1964	143	1821	0.265	0.056	1.079	0.0393	0.4332	1.79	0.73	0.43	0.27	0.18	0.0265	0.0404	0.0238	0.0427	47.44	43	47.32	"Streptococcos_gordonii"	"relaxed"
"Sample 63/107"	"LIS002.A0101"	11561710	9021	2311	68	2243	0.078	0.02	1.03	0.0392	0.3356	3.31	0.18	0.08	0.06	0.05	0.1162	0.1028	0.0874	0.0754	43.78	40	55.06	"Rothia_dentocariosa"	"relaxed"
"Sample 103/107"	"TAF017.A0101"	19456044	5906	2568	350	2218	0.03	0.013	1.158	0.0392	0.2943	2.33	1.24	0.15	0.08	0.04	0.2836	0.205	0.3155	0.1442	38.4	36	26.43	"Fusobacterium_nucleatum"	"strict"
"Sample 107/107"	"ZAF001.A0101"	8749845	4494	2495	968	1527	0.051	0.029	1.634	0.0391	0.2268	3.48	0.31	0.06	0.03	0.02	0.0208	0.0047	0.0122	0.0123	64.19	62	54.93	"Rothia_dentocariosa"	"strict"
"Sample 95/107"	"PYK002.A0101"	17218978	6490	1979	65	1914	0.038	0.011	1.034	0.0389	0.2265	3.62	0.16	0.04	0.02	0.01	0.1387	0.0939	0.1282	0.1368	49.05	45	43.7	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 63/107"	"LIS002.A0101"	11561710	5206	1807	44	1763	0.045	0.016	1.025	0.0387	0.2003	3.73	0.14	0	0	0	0.0827	0.0746	0.0805	0.0714	48.24	43	40.21	"Streptococcos_gordonii"	"strict"
"Sample 41/107"	"GOY006.A0101"	3799236	4497	2176	32	2144	0.118	0.057	1.015	0.0386	0.2018	3.69	0.16	0.01	0	0	0.1566	0.105	0.1225	0.0833	43.46	40	42.4	"Aggregatibacter_aphrophilus"	"strict"
"Sample 107/107"	"ZAF001.A0101"	8749845	4944	2372	981	1391	0.057	0.027	1.705	0.0384	0.2104	3.5	0.31	0.03	0	0	0.0458	0.0344	0.0389	0.0305	60.64	56	41.83	"Streptococcos_gordonii"	"strict"
"Sample 34/107"	"FUM003.A0101"	15708618	4541	1638	317	1321	0.029	0.01	1.24	0.0383	0.2128	3.57	0.21	0.02	0.01	0.01	0.028	0.0077	0.0184	0.0092	72.62	76	55.34	"Rothia_dentocariosa"	"strict"
"Sample 56/107"	"KNP003.A0102"	10394445	4806	1914	31	1883	0.046	0.018	1.016	0.0383	0.2176	3.39	0.38	0.05	0.01	0.01	0.0472	0.0483	0.0533	0.0416	55.76	51	48.64	"Treponema_socranskii"	"strict"
"Sample 106/107"	"WAL001.A0101"	14881423	8993	3279	62	3217	0.06	0.022	1.019	0.0381	0.2279	3.36	0.3	0.08	0.03	0.01	0.0473	0.0423	0.0591	0.0471	40.83	37	65.71	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 68/107"	"MTM001.A0101"	3486856	3742	1517	117	1400	0.107	0.044	1.084	0.038	0.2246	3.52	0.2	0.02	0.01	0.01	0.0583	0.0583	0.0606	0.0793	58.96	54	31.04	"Fusobacterium_nucleatum"	"relaxed"
"Sample 5/107"	"BIT001.A0101"	23239961	9323	1629	36	1593	0.04	0.007	1.023	0.038	0.3427	2.14	0.71	0.37	0.22	0.13	0.0508	0.0554	0.0375	0.0611	52.43	47	45.31	"Streptococcos_gordonii"	"relaxed"
"Sample 2/107"	"ABM007.A0101"	12981357	5564	1724	50	1674	0.043	0.013	1.03	0.0379	0.2209	3.51	0.22	0.02	0.01	0.01	0.1259	0.1036	0.0952	0.0884	49.28	45	29.56	"Fusobacterium_nucleatum"	"relaxed"
"Sample 21/107"	"ECO002.B0101"	24662284	8750	2166	84	2082	0.035	0.009	1.04	0.0378	0.302	3.31	0.17	0.06	0.04	0.03	0.4639	0.3169	0.5133	0.3052	39.47	37	26.96	"Fusobacterium_nucleatum"	"relaxed"
"Sample 97/107"	"PYK004.A0101"	16708305	12330	2086	63	2023	0.074	0.012	1.031	0.0375	0.4768	2.55	0.39	0.17	0.1	0.07	0.1139	0.0842	0.1271	0.0562	46.43	43	58.3	"Rothia_dentocariosa"	"relaxed"
"Sample 6/107"	"BSQ001.A0101"	10866912	3972	2516	55	2461	0.037	0.023	1.022	0.0374	0.1974	3.6	0.13	0.01	0	0	0.271	0.1703	0.2641	0.1329	41.7	38	48.49	"Treponema_socranskii"	"relaxed"
"Sample 17/107"	"EBO001.A0101"	15767290	12095	2113	101	2012	0.077	0.013	1.05	0.0374	0.3797	1.77	0.73	0.43	0.28	0.19	0.0437	0.0463	0.0395	0.0516	40.78	37	44.27	"Streptococcos_gordonii"	"strict"
"Sample 90/107"	"OME005.A0101"	9470819	6907	1704	56	1648	0.073	0.018	1.034	0.0373	1.0455	0.93	0.44	0.26	0.19	0.14	0.0376	0.0528	0.0332	0.0491	56.78	52	49.09	"Rothia_dentocariosa"	"relaxed"
"Sample 78/107"	"MTM012.A0101"	10623025	24877	1412	92	1320	0.234	0.013	1.07	0.0371	0.8165	0.82	0.42	0.29	0.22	0.18	0.0238	0.0169	0.0139	0	61.69	61	45.84	"Streptococcos_gordonii"	"strict"
"Sample 104/107"	"TAF018.A0101"	14681780	6048	2263	730	1533	0.041	0.015	1.476	0.0368	0.2063	3.48	0.15	0.01	0.01	0	0.4047	0.2442	0.3777	0.2617	52.21	48	28.7	"Fusobacterium_nucleatum"	"relaxed"
"Sample 70/107"	"MTM003.A0101"	34546048	7477	1906	82	1824	0.022	0.006	1.045	0.0366	0.2362	3.04	0.44	0.09	0.03	0.02	0.0336	0.0204	0.0129	0.0275	55.04	52	50.49	"Treponema_socranskii"	"strict"
"Sample 11/107"	"CDC009.A0101"	14286106	4802	1620	29	1591	0.034	0.011	1.018	0.0362	0.2065	3.35	0.23	0.02	0.01	0	0.0973	0.1063	0.1089	0.1408	49.51	46	28.75	"Fusobacterium_nucleatum"	"relaxed"
"Sample 16/107"	"DJA007.A0101"	17395667	6526	1756	49	1707	0.038	0.01	1.029	0.0362	0.2141	3.22	0.33	0.05	0.01	0.01	0.0781	0.056	0.0606	0.0444	46.19	42	30.76	"Fusobacterium_nucleatum"	"strict"
"Sample 101/107"	"TAF008.B0101"	11524885	7068	2176	321	1855	0.061	0.019	1.173	0.036	0.2518	2.6	0.7	0.21	0.07	0.02	0.1863	0.0803	0.1979	0.0703	42.67	38	43.88	"Streptococcos_gordonii"	"strict"
"Sample 44/107"	"IBA002.A0101"	19022015	19485	2002	55	1947	0.102	0.011	1.028	0.0353	0.2871	2.34	0.69	0.26	0.11	0.05	0.0187	0.0096	0.0267	0.0227	43.76	38	47.14	"Aggregatibacter_aphrophilus"	"strict"
"Sample 9/107"	"CDC007.A0101"	15878673	6219	2435	79	2356	0.039	0.015	1.034	0.0347	0.1947	3.29	0.16	0.02	0	0	0.1724	0.0917	0.1545	0.0936	40.41	38	49.4	"Treponema_socranskii"	"relaxed"
"Sample 24/107"	"ECO010.B0101"	12246134	5637	2417	33	2384	0.046	0.02	1.014	0.0346	0.1941	3.27	0.16	0.02	0	0	0.4033	0.2463	0.4444	0.2403	39.78	37	47.96	"Treponema_socranskii"	"relaxed"
"Sample 96/107"	"PYK003.A0101"	14732223	3602	1406	28	1378	0.024	0.01	1.02	0.0344	0.1919	3.27	0.15	0.01	0	0	0.0952	0.0988	0.0981	0.1047	54.22	48.5	28.32	"Fusobacterium_nucleatum"	"strict"
"Sample 14/107"	"DJA002.A0101"	11978137	6222	2400	79	2321	0.052	0.02	1.034	0.0344	0.1964	3.2	0.22	0.02	0	0	0.0435	0.0392	0.0349	0.046	40.69	37	51.01	"Treponema_socranskii"	"strict"
"Sample 74/107"	"MTM008.A0101"	5164298	2417	1536	226	1310	0.047	0.03	1.173	0.0341	1.5665	0.28	0.13	0.1	0.08	0.08	0.0659	0.0579	0.0572	0.0472	48.84	46	56.8	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 35/107"	"GDC002.A0101"	11300654	7119	2400	75	2325	0.063	0.021	1.032	0.0336	0.1987	3.06	0.26	0.03	0	0	0.0456	0.0377	0.029	0.039	39.67	36	51.23	"Treponema_socranskii"	"strict"
"Sample 59/107"	"KNP006.A0102"	11159677	4370	1708	39	1669	0.039	0.015	1.023	0.0336	0.1966	3.08	0.25	0.02	0	0	0.0559	0.035	0.0374	0.0448	55.23	51	48.49	"Treponema_socranskii"	"strict"
"Sample 70/107"	"MTM003.A0101"	34546048	23457	1436	80	1356	0.068	0.004	1.059	0.0335	0.4795	1.15	0.59	0.4	0.29	0.2	0.0309	0.0075	0.017	0.0152	54.3	49	45.99	"Streptococcos_gordonii"	"strict"
"Sample 65/107"	"LOB001.A0101"	8770905	2371	1477	117	1360	0.027	0.017	1.086	0.0332	1.0715	1.04	0.16	0.11	0.1	0.08	0.0346	0.043	0.0371	0.0334	45.76	43	58.05	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 41/107"	"GOY006.A0101"	3799236	4927	1731	33	1698	0.13	0.046	1.019	0.0331	0.218	2.87	0.32	0.06	0.02	0.01	0.1113	0.0875	0.1508	0.0888	48.9	46	58	"Rothia_dentocariosa"	"relaxed"
"Sample 76/107"	"MTM010.A0101"	9123626	7865	1451	85	1366	0.086	0.016	1.062	0.0326	0.3588	2.88	0.17	0.02	0.01	0.01	0.0491	0.052	0.0424	0.0909	51.92	49	33.59	"Fusobacterium_nucleatum"	"relaxed"
"Sample 7/107"	"CDC005.A0101"	4526782	5608	2575	144	2431	0.124	0.057	1.059	0.0324	0.1855	3.09	0.13	0.01	0	0	0.0426	0.0349	0.0386	0.0383	45.95	42	65.77	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 72/107"	"MTM005.A0101"	3434086	4798	2579	236	2343	0.14	0.075	1.101	0.0324	0.1865	3.09	0.13	0.01	0	0	0.0173	0.0256	0.0229	0.0247	47.7	42	66.97	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 93/107"	"PES001.B0101"	11872279	4468	1842	193	1649	0.038	0.016	1.117	0.0323	0.1891	3.02	0.19	0.01	0	0	0.2568	0.1195	0.2251	0.1197	47.23	43	43.2	"Aggregatibacter_aphrophilus"	"strict"
"Sample 11/107"	"CDC009.A0101"	14286106	8015	2623	47	2576	0.056	0.018	1.018	0.0322	0.2562	2.75	0.21	0.08	0.04	0.03	0.0521	0.0693	0.0593	0.0433	43.18	40	64.39	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 44/107"	"IBA002.A0101"	19022015	7145	1650	28	1622	0.038	0.009	1.017	0.0322	0.2374	2.42	0.55	0.16	0.03	0.01	0.0237	0.0265	0.0179	0.0246	49.68	43	56.07	"Rothia_dentocariosa"	"strict"
"Sample 69/107"	"MTM002.A0101"	3065269	4842	2885	235	2650	0.158	0.094	1.089	0.032	0.1852	3.06	0.12	0.01	0	0	0.0384	0.0298	0.0286	0.0314	41.65	38	67.13	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 37/107"	"GDC005.A0101"	9931068	6798	2280	87	2193	0.068	0.023	1.04	0.0317	0.1913	2.89	0.25	0.02	0	0	0.0376	0.0347	0.0498	0.0323	39.6	36	50.3	"Treponema_socranskii"	"strict"
"Sample 66/107"	"MOA001.A0101"	15176910	3577	1332	26	1306	0.024	0.009	1.02	0.0311	0.1888	2.97	0.11	0.01	0	0	0.3839	0.2185	0.3204	0.2252	51.79	48	28.06	"Fusobacterium_nucleatum"	"relaxed"
"Sample 77/107"	"MTM011.A0101"	4775010	2907	1130	67	1063	0.061	0.024	1.063	0.0311	0.1903	2.9	0.17	0.02	0.01	0.01	0.0237	0.069	0.0398	0.021	63.69	65	32.73	"Fusobacterium_nucleatum"	"relaxed"
"Sample 22/107"	"ECO004.B0101"	20400171	5199	2046	110	1936	0.025	0.01	1.057	0.0309	0.1778	3.01	0.07	0.01	0	0	0.322	0.1628	0.3456	0.2064	38.52	36	39.24	"Aggregatibacter_aphrophilus"	"strict"
"Sample 84/107"	"OAK002.A0101"	14005970	4541	2004	64	1940	0.032	0.014	1.033	0.0309	0.1774	3.02	0.07	0	0	0	0.1382	0.0894	0.1752	0.094	43.7	39	48.43	"Treponema_socranskii"	"strict"
"Sample 27/107"	"ESA004.A0101"	7824141	3345	1340	32	1308	0.043	0.017	1.024	0.0305	0.1781	2.95	0.1	0	0	0	0.0691	0.0814	0.0471	0.0402	50.75	46	28.95	"Fusobacterium_nucleatum"	"strict"
"Sample 79/107"	"MTM013.A0101"	7105486	4719	1219	71	1148	0.066	0.017	1.062	0.0304	0.2167	2.72	0.21	0.04	0.01	0.01	0.0524	0.0769	0.0611	0.0839	57.58	54	33.34	"Fusobacterium_nucleatum"	"relaxed"
"Sample 68/107"	"MTM001.A0101"	3486856	2178	1440	176	1264	0.062	0.041	1.139	0.0301	1.2809	0.3	0.12	0.09	0.08	0.08	0.0459	0.0434	0.0565	0.0448	44.64	42	56.34	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 76/107"	"MTM010.A0101"	9123626	3393	1667	380	1287	0.037	0.018	1.295	0.03	1.8082	0.11	0.07	0.06	0.06	0.05	0.0417	0.0239	0.0187	0.042	43.74	40	56.77	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 60/107"	"KNP007.A0102"	9160659	3123	1349	16	1333	0.034	0.015	1.012	0.0299	0.1916	2.65	0.3	0.03	0.01	0	0.0528	0.0617	0.0561	0.0369	61.54	60	49.09	"Treponema_socranskii"	"strict"
"Sample 78/107"	"MTM012.A0101"	10623025	2331	1253	161	1092	0.022	0.012	1.147	0.0298	1.6131	0.46	0.07	0.06	0.06	0.05	0.0424	0.0348	0.0135	0.0493	51.23	49	56.05	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 68/107"	"MTM001.A0101"	3486856	6721	2669	220	2449	0.193	0.077	1.09	0.0296	0.2319	2.26	0.39	0.16	0.07	0.04	0.0228	0.0255	0.0276	0.036	41.63	38	65.28	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 10/107"	"CDC008.A0101"	15094966	5645	1683	56	1627	0.037	0.011	1.034	0.0292	0.201	2.44	0.39	0.07	0.01	0	0.0318	0.0421	0.0411	0.0312	44.92	40	53.65	"Rothia_dentocariosa"	"strict"
"Sample 33/107"	"FUM002.A0101"	17157534	5070	1871	113	1758	0.03	0.011	1.064	0.029	0.1767	2.78	0.1	0.02	0	0	0.3296	0.1719	0.3234	0.1084	39.84	37	41.24	"Aggregatibacter_aphrophilus"	"strict"
"Sample 69/107"	"MTM002.A0101"	3065269	5548	1692	144	1548	0.181	0.055	1.093	0.029	0.2241	2.14	0.52	0.16	0.05	0.02	0.0142	0.0183	0.0227	0.017	45.18	39.5	46.24	"Aggregatibacter_aphrophilus"	"strict"
"Sample 71/107"	"MTM004.A0101"	4106490	3202	1196	121	1075	0.078	0.029	1.113	0.0289	0.1809	2.73	0.13	0.01	0.01	0	0.0616	0.0819	0.0833	0.0556	58.41	54	30.83	"Fusobacterium_nucleatum"	"relaxed"
"Sample 77/107"	"MTM011.A0101"	4775010	1583	1041	72	969	0.033	0.022	1.074	0.0287	0.5328	1.97	0.11	0.05	0.05	0.04	0.0213	0.0341	0.0321	0.0206	55.48	53	59.45	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 67/107"	"MTK001.A0101"	8268804	7829	1219	61	1158	0.095	0.015	1.053	0.0287	0.3925	1.06	0.53	0.34	0.25	0.19	0.019	0.0342	0.032	0.0212	54.49	52	45.77	"Streptococcos_gordonii"	"strict"
"Sample 40/107"	"GOY005.A0101"	9163118	7869	1555	46	1509	0.086	0.017	1.03	0.0284	0.2566	2.34	0.21	0.09	0.05	0.03	0.1073	0.0697	0.1192	0.072	47.22	41	57.38	"Rothia_dentocariosa"	"relaxed"
"Sample 31/107"	"FDM001.A0101"	4889751	7236	1438	47	1391	0.148	0.029	1.034	0.0278	0.3444	1.22	0.55	0.33	0.21	0.15	0.0308	0.0305	0.0525	0.026	43.86	39	43.89	"Streptococcos_gordonii"	"strict"
"Sample 53/107"	"JAE015.A0101"	57512281	7828	926	22	904	0.014	0.002	1.024	0.0277	0.2107	2.43	0.17	0.06	0.04	0.02	0.0315	0.0386	0.0418	0.0178	76.73	76	54.62	"Rothia_dentocariosa"	"strict"
"Sample 93/107"	"PES001.B0101"	11872279	3408	1617	150	1467	0.029	0.014	1.102	0.0274	0.1696	2.64	0.1	0	0	0	0.2295	0.0912	0.2	0.089	51.23	48	50.32	"Treponema_socranskii"	"strict"
"Sample 33/107"	"FUM002.A0101"	17157534	15644	1881	206	1675	0.091	0.011	1.123	0.0272	0.5962	1.14	0.28	0.17	0.14	0.11	0.2112	0.0948	0.1818	0.1064	40.74	36	59.09	"Rothia_dentocariosa"	"relaxed"
"Sample 74/107"	"MTM008.A0101"	5164298	4441	1929	157	1772	0.086	0.037	1.089	0.0272	0.1819	2.54	0.12	0.03	0.02	0.01	0.0189	0.0191	0.0279	0.0195	53.02	49	67.28	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 62/107"	"LIS001.A0101"	10615930	4107	1064	16	1048	0.039	0.01	1.015	0.0271	0.1782	2.52	0.14	0.03	0.01	0	0.0965	0.07	0.1102	0.0705	62.36	57	43.61	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 75/107"	"MTM009.A0101"	2385491	2754	1075	80	995	0.115	0.045	1.08	0.027	0.1727	2.55	0.13	0.01	0	0	0.0903	0.1	0.1338	0.0752	59.01	54	30.49	"Fusobacterium_nucleatum"	"relaxed"
"Sample 23/107"	"ECO006.B0101"	10488914	5005	2547	116	2431	0.048	0.024	1.048	0.0268	0.1683	2.59	0.08	0.01	0	0	0.2725	0.1069	0.2723	0.0976	38.05	35	64.56	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 72/107"	"MTM005.A0101"	3434086	1899	1220	173	1047	0.055	0.036	1.165	0.0266	1.1876	0.25	0.12	0.09	0.08	0.08	0.0374	0.0524	0.0366	0.0635	47.64	44	55.94	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 2/107"	"ABM007.A0101"	12981357	5248	1730	37	1693	0.04	0.013	1.022	0.0265	0.1719	2.48	0.16	0.01	0	0	0.0373	0.0467	0.0303	0.0299	43	38	51.29	"Treponema_socranskii"	"strict"
"Sample 81/107"	"MTS002.A0101"	6562562	8858	1012	44	968	0.135	0.015	1.045	0.0263	0.3893	0.98	0.47	0.29	0.22	0.17	0.019	0.0169	0.0136	0.0235	59.73	58	46.17	"Streptococcos_gordonii"	"strict"
"Sample 7/107"	"CDC005.A0101"	4526782	2574	1116	45	1071	0.057	0.025	1.042	0.026	0.1678	2.47	0.12	0.01	0	0	0.1118	0.0786	0.1279	0.0652	52.84	49	28.89	"Fusobacterium_nucleatum"	"relaxed"
